measure,temporal_unit,date,group,rate,value
old,annual,2005-01-01,Adult,binary,24.6
old,annual,2005-04-01,Adult,binary,24.9
old,annual,2006-04-01,Adult,binary,24.4
old,annual,2007-04-01,Adult,binary,24.8
old,annual,2008-04-01,Adult,binary,25.4
old,annual,2009-04-01,Adult,binary,24.8
old,annual,2010-04-01,Adult,binary,25.3
old,annual,2011-04-01,Adult,binary,25.3
old,annual,2012-04-01,Adult,binary,25
old,annual,2013-04-01,Adult,binary,25.2
old,annual,2002-01-01,Adult,frequency,3.6
old,annual,2003-01-01,Adult,frequency,3.4
old,annual,2004-01-01,Adult,frequency,3.3
old,annual,2005-01-01,Adult,frequency,3
old,annual,2005-04-01,Adult,frequency,3.1
old,annual,2006-04-01,Adult,frequency,2.9
old,annual,2007-04-01,Adult,frequency,2.9
old,annual,2008-04-01,Adult,frequency,2.9
old,annual,2009-04-01,Adult,frequency,2.8
old,annual,2010-04-01,Adult,frequency,2.9
old,annual,2011-04-01,Adult,frequency,2.9
old,annual,2012-04-01,Adult,frequency,3
old,annual,2013-04-01,Adult,frequency,3.1
old,annual,2002-01-01,Adult,reoffences,491373
old,annual,2003-01-01,Adult,reoffences,481879
old,annual,2004-01-01,Adult,reoffences,424808
old,annual,2005-01-01,Adult,reoffences,409671
old,annual,2005-04-01,Adult,reoffences,408567
old,annual,2006-04-01,Adult,reoffences,408225
old,annual,2007-04-01,Adult,reoffences,428607
old,annual,2008-04-01,Adult,reoffences,424132
old,annual,2009-04-01,Adult,reoffences,389861
old,annual,2010-04-01,Adult,reoffences,398127
old,annual,2011-04-01,Adult,reoffences,385396
old,annual,2012-04-01,Adult,reoffences,364271
old,annual,2013-04-01,Adult,reoffences,367605
old,annual,2002-01-01,Adult,reoffenders,136943
old,annual,2003-01-01,Adult,reoffenders,139936
old,annual,2004-01-01,Adult,reoffenders,129808
old,annual,2005-01-01,Adult,reoffenders,134436
old,annual,2005-04-01,Adult,reoffenders,131730
old,annual,2006-04-01,Adult,reoffenders,138574
old,annual,2007-04-01,Adult,reoffenders,145605
old,annual,2008-04-01,Adult,reoffenders,146457
old,annual,2009-04-01,Adult,reoffenders,139077
old,annual,2010-04-01,Adult,reoffenders,137991
old,annual,2011-04-01,Adult,reoffenders,132383
old,annual,2012-04-01,Adult,reoffenders,121094
old,annual,2013-04-01,Adult,reoffenders,117864
old,annual,2002-01-01,Adult,cohort,495664
old,annual,2003-01-01,Adult,cohort,520660
old,annual,2004-01-01,Adult,cohort,510720
old,annual,2005-01-01,Adult,cohort,545392
old,annual,2005-04-01,Adult,cohort,529739
old,annual,2006-04-01,Adult,cohort,567382
old,annual,2007-04-01,Adult,cohort,586617
old,annual,2008-04-01,Adult,cohort,577648
old,annual,2009-04-01,Adult,cohort,560538
old,annual,2010-04-01,Adult,cohort,545857
old,annual,2011-04-01,Adult,cohort,524132
old,annual,2012-04-01,Adult,cohort,484963
old,annual,2013-04-01,Adult,cohort,468134
old,annual,2002-01-01,Juvenile,binary,33.4
old,annual,2003-01-01,Juvenile,binary,34.3
old,annual,2004-01-01,Juvenile,binary,33.6
old,annual,2005-01-01,Juvenile,binary,33.6
old,annual,2005-04-01,Juvenile,binary,33.6
old,annual,2006-04-01,Juvenile,binary,33.6
old,annual,2007-04-01,Juvenile,binary,32.4
old,annual,2008-04-01,Juvenile,binary,32.8
old,annual,2009-04-01,Juvenile,binary,33.3
old,annual,2010-04-01,Juvenile,binary,35.8
old,annual,2011-04-01,Juvenile,binary,35.5
old,annual,2012-04-01,Juvenile,binary,36.1
old,annual,2013-04-01,Juvenile,binary,38
old,annual,2002-01-01,Juvenile,frequency,3.3
old,annual,2003-01-01,Juvenile,frequency,3.2
old,annual,2004-01-01,Juvenile,frequency,3.1
old,annual,2005-01-01,Juvenile,frequency,2.9
old,annual,2005-04-01,Juvenile,frequency,2.9
old,annual,2006-04-01,Juvenile,frequency,2.8
old,annual,2007-04-01,Juvenile,frequency,2.8
old,annual,2008-04-01,Juvenile,frequency,2.8
old,annual,2009-04-01,Juvenile,frequency,2.8
old,annual,2010-04-01,Juvenile,frequency,2.9
old,annual,2011-04-01,Juvenile,frequency,2.9
old,annual,2012-04-01,Juvenile,frequency,3
old,annual,2013-04-01,Juvenile,frequency,3.1
old,annual,2002-01-01,Juvenile,reoffences,149948
old,annual,2003-01-01,Juvenile,reoffences,151452
old,annual,2004-01-01,Juvenile,reoffences,153554
old,annual,2005-01-01,Juvenile,reoffences,161569
old,annual,2005-04-01,Juvenile,reoffences,159848
old,annual,2006-04-01,Juvenile,reoffences,165956
old,annual,2007-04-01,Juvenile,reoffences,147604
old,annual,2008-04-01,Juvenile,reoffences,126355
old,annual,2009-04-01,Juvenile,reoffences,105270
old,annual,2010-04-01,Juvenile,reoffences,90934
old,annual,2011-04-01,Juvenile,reoffences,72147
old,annual,2012-04-01,Juvenile,reoffences,56779
old,annual,2013-04-01,Juvenile,reoffences,50184
old,annual,2002-01-01,Juvenile,reoffenders,45542
old,annual,2003-01-01,Juvenile,reoffenders,47406
old,annual,2004-01-01,Juvenile,reoffenders,50249
old,annual,2005-01-01,Juvenile,reoffenders,55870
old,annual,2005-04-01,Juvenile,reoffenders,54945
old,annual,2006-04-01,Juvenile,reoffenders,58275
old,annual,2007-04-01,Juvenile,reoffenders,53558
old,annual,2008-04-01,Juvenile,reoffenders,45856
old,annual,2009-04-01,Juvenile,reoffenders,37786
old,annual,2010-04-01,Juvenile,reoffenders,31635
old,annual,2011-04-01,Juvenile,reoffenders,25009
old,annual,2012-04-01,Juvenile,reoffenders,18998
old,annual,2013-04-01,Juvenile,reoffenders,16083
old,annual,2002-01-01,Juvenile,cohort,136401
old,annual,2003-01-01,Juvenile,cohort,138379
old,annual,2004-01-01,Juvenile,cohort,149452
old,annual,2005-01-01,Juvenile,cohort,166471
old,annual,2005-04-01,Juvenile,cohort,163545
old,annual,2006-04-01,Juvenile,cohort,173588
old,annual,2007-04-01,Juvenile,cohort,165179
old,annual,2008-04-01,Juvenile,cohort,139732
old,annual,2009-04-01,Juvenile,cohort,113584
old,annual,2010-04-01,Juvenile,cohort,88357
old,annual,2011-04-01,Juvenile,cohort,70504
old,annual,2012-04-01,Juvenile,cohort,52648
old,annual,2013-04-01,Juvenile,cohort,42299
